1-) Which gender do you identify as?,2-) What is your age?,3-) What is your academic class standing?,4-) In what Faculty are you registered? Select all that apply.,5-) What is your Major in METU?,6-) What is your student residency?, 7-) Which year did you first start studying at METU?,8-) Which city did you live in before coming to METU?, 9-) How likely do you think your high school advisor had effect on your preference of METU?,10-) How satisfied are you with the facilities? >> Classrooms capacity ,10-) How satisfied are you with the facilities? >> Physical conditions of the classrooms,10-) How satisfied are you with the facilities? >> Lecture materials ,10-) How satisfied are you with the facilities? >> Equipment of the department's computer lab, 11-) How satisfied are you with the program schedules? >> Course schedule, 11-) How satisfied are you with the program schedules? >> Major’s courses’ attendance policy, 11-) How satisfied are you with the program schedules? >> Breaks between courses,12-) How would you rate the content of the department courses?,13-) How would you rate the way you were assessed was a fair test of your skills?,14-) How would you rate the academic staff of the department is sufficient in terms of education and training?,15-) How would you rate the instructors' knowledge of the principles learning?,16-) Do you think that your training make you ready for the world of work?,17-) Do you think that you will feel competent for the job after graduating from this department?,18-) How likely are you to continue attending this department next year?,19-) How likely are you to recommend this department to others?,20-) How would you rate your over all satisfaction with your Major?,21-) How well do you become friends with other people?,22-) How well do you stay friends with other people? ,23-) How well would you make friends in a group where everyone else knows each other?,24-) How well do you help someone you have recently met become a part of the group to which you belong?,25-) How well do you start a conversation with a person you do not know very well?,26-) How well do you express your opinion to people who are talking about something of interest to you?,27-) How well do you keep your side of your opinion even though your friends disagree with you?,28-) How well would you share with a group of people an interesting experience you once had?,29-) How well would you tell other people that they are doing something that makes you uncomfortable?,30-) How well do you work in harmony with other people? ,31-) How well do you ask someone for help when you need it?,32-) Do you go to parties where you don’t know anyone?,33-) Do you volunteer to lead a group or organization?,34-)Would you join a lunch or dinner table where people are already sitting and talking?,34.a-) How well would you participate in the conversation?,35-) Would you feel nervous or stressed before talking publicly?,35.a-) How well would you control those feelings?,36-) Have you ever been a member of any community?,36.a-) How well did you participate in group activities?,37-) What is your current CGPA?,38-) What percentage of the classes have you attended so far?,39-) What percentage of the recitations have you attended so far?,40-) How important do you think the tasks assigned to you by your professor are?,41-) Have you ever participated in any research at METU?,42-) Have you ever participated in a scientific study organized by an institution or organization?,43-) Do you have a scientific article published in an academic journal?,44-) Have you received certified training that will contribute to your education outside of your university?,45-) How many course(s) have you failed?,46-) How would you rate your interaction with your professors IN the classroom?,47-) How would you rate your interaction with your professors OUT classroom?,48-) How well do you schedule your time?,49-) How do you evaluate your preparation for each lecture by reviewing your notes?,50-) How would you evaluate your preparation for exams?,51-) What do you think about extracurricular (non academic) activities on Campus,52-) Please choose the extracurricular(non-academic) activity that satisfies you the most.,53-) How would you evaluate the below statements in terms of student life?  >> Get training/skill in a special field,53-) How would you evaluate the below statements in terms of student life?  >> Satisfy self needs,53-) How would you evaluate the below statements in terms of student life?  >> Gain knowledge about the world  ,54-) How would you evaluate your campus life satisfaction in terms of the below statements? >> Campus Location,54-) How would you evaluate your campus life satisfaction in terms of the below statements? >> Facilities in the Campus,54-) How would you evaluate your campus life satisfaction in terms of the below statements? >> Safety in Campus,54-) How would you evaluate your campus life satisfaction in terms of the below statements? >> On-campus expenses,54-) How would you evaluate your campus life satisfaction in terms of the below statements? >> Course variability,55-) How much do you feel you belong to METU?, 56-) Please rate your overall satisfaction with the university on a scale of 1 to 5. ,57-) What do you think would have the most impact on the Students’ college life satisfaction?
Female,21,Junior,Arts and Sciences,Biology,In campus,2019,Tekirdağ,4,Satisfied,Dissatisfied,Neutral,Dissatisfied,Satisfied,Satisfied,Neutral,4,2,4,4,Unsure,Unsure,5,3,4,3,4,2,5,4,4,4,4,4,4,4,No,Yes,YES,4,NO,,YES,4,2.1,26-50%,0-25%,4,No,No,No,Yes,2,4,4,2,2,3,3.  I was overwhelmed with the number,Students Community Events,Very Satisfied,Satisfied,Very Satisfied,Very Satisfied,Satisfied,Neutral,Satisfied,Satisfied,4,4,Major Satisfaction
Female,23,Senior,Engineering,Environmental Engineering,In campus,2018,Aydin,4,Dissatisfied,Neutral,Neutral,Neutral,Very Dissatisfied,Neutral,Satisfied,2,2,3,4,Unsure,Unsure,4,2,2,3,4,3,4,4,4,3,4,2,3,4,No,Yes,YES,4,YES,3,YES,5,2.29,76-100%,51-75%,2,No,No,No,Yes,3,3,2,2,2,3,3.  I was overwhelmed with the number,Spring Fest,Neutral,Satisfied,Satisfied,Satisfied,Neutral,Very Dissatisfied,Neutral,Neutral,2,3,Academic Performance
Female,22,Senior,Engineering,Environmental Engineering,"Off campus (with family, friends or by your own)",2018,Ankara,2,Very Dissatisfied,Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Neutral,1,2,1,3,Unsure,Unsure,5,1,2,3,5,3,4,4,5,4,4,3,4,5,No,Yes,YES,4,YES,4,YES,4,2.15,76-100%,51-75%,3,No,No,No,Yes,4+,3,4,2,2,4,1. They are too few,Spring Fest,Dissatisfied,Dissatisfied,Dissatisfied,Dissatisfied,Dissatisfied,Dissatisfied,Very Dissatisfied,Neutral,4,2,Academic Performance
Female,20,First-year,Arts and Sciences,Mathematics,In campus,2021,Almaty,1,Very Dissatisfied,Dissatisfied,Neutral,Neutral,Neutral,Neutral,Satisfied,4,3,4,4,Unsure,Yes,2,2,3,5,5,5,5,5,5,5,4,4,4,4,No,Yes,YES,5,NO,,YES,4,0,26-50%,76-100%,4,No,No,Yes,Yes,0,3,1,4,4,4,1. They are too few,Spring Fest,Neutral,Neutral,Neutral,Neutral,Neutral,Dissatisfied,Neutral,Neutral,5,4,Social Self Efficacy
Female,22,Senior,Engineering,Environmental Engineering,"Off campus (with family, friends or by your own)",2018,Ankara,3,Dissatisfied,Dissatisfied,Neutral,Dissatisfied,Very Dissatisfied,Very Dissatisfied,Dissatisfied,2,2,4,4,No,Unsure,5,1,2,2,5,1,3,1,4,4,5,4,5,5,No,No,NO,,YES,1,YES,3,2.61,76-100%,0-25%,4,No,No,No,Yes,2,1,2,1,1,2,1. They are too few,Spring Fest,Dissatisfied,Dissatisfied,Neutral,Satisfied,Neutral,Dissatisfied,Dissatisfied,Dissatisfied,3,2,Major Satisfaction
Male,23,First-year,Arts and Sciences,Physics,"Off campus (with family, friends or by your own)",2019,Ankara,1,Very Satisfied,Very Satisfied,Satisfied,Very Dissatisfied,Dissatisfied,Very Satisfied,Satisfied,5,5,4,4,Unsure,Yes,5,4,5,4,4,4,4,4,4,4,4,4,4,5,No,Yes,YES,1,NO,,YES,5,0,26-50%,0-25%,5,No,No,No,No,0,2,2,1,2,3,2. They are just right,Spring Fest,Satisfied,Satisfied,Satisfied,Very Dissatisfied,Satisfied,Very Satisfied,Satisfied,Neutral,3,4,Academic Performance
Male,22,Junior,Engineering,Mining Engineering,In campus,2019,İstanbul ,3,Neutral,Neutral,Neutral,Dissatisfied,Satisfied,Neutral,Satisfied,2,3,3,2,Yes,No,2,2,2,4,3,4,3,4,4,4,4,5,4,2,No,No,NO,,NO,,YES,4,1.9,76-100%,76-100%,4,No,No,No,No,3,2,3,3,2,3,2. They are just right,Students Community Events,Neutral,Neutral,Dissatisfied,Satisfied,Neutral,Satisfied,Neutral,Dissatisfied,3,3,Social Self Efficacy
Female,20,Preparation School,Foreign Languages,English Language Teaching,"Off campus (with family, friends or by your own)",2022,Maragheh Iran,1,Dissatisfied,Neutral,Satisfied,Satisfied,Dissatisfied,Dissatisfied,Dissatisfied,3,3,4,3,Unsure,Unsure,4,4,4,2,1,1,2,2,3,3,4,3,2,1,No,No,NO,,YES,2,NO,,0,76-100%,76-100%,4,No,No,No,No,0,5,5,2,3,4,3.  I was overwhelmed with the number,Students Community Events,Dissatisfied,Neutral,Dissatisfied,Satisfied,Dissatisfied,Very Satisfied,Neutral,Neutral,4,4,Social Self Efficacy
Male,20,Preparation School,Arts and Sciences,Physics,In campus,2022,Ankara,3,Very Dissatisfied,Very Dissatisfied,Dissatisfied,Dissatisfied,Very Dissatisfied,Dissatisfied,Dissatisfied,2,2,3,3,Unsure,Yes,5,5,4,1,4,1,3,1,4,4,3,2,4,2,No,Yes,NO,,NO,,YES,3,0,51-75%,0-25%,4,No,Yes,No,Yes,4+,2,1,5,5,4,1. They are too few,Spring Fest,Very Satisfied,Very Satisfied,Very Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,3,4,Academic Performance
Female,21,Sophomore,Engineering,Mining Engineering,"Off campus (with family, friends or by your own)",2020,Ankara,1,Satisfied,Neutral,Satisfied,Neutral,Satisfied,Neutral,Satisfied,3,1,4,3,Unsure,No,1,3,2,4,3,1,4,4,3,3,2,1,3,4,No,No,NO,,YES,2,YES,5,1.89,76-100%,51-75%,3,No,No,No,No,3,2,4,2,1,3,3.  I was overwhelmed with the number,Spring Fest,Neutral,Dissatisfied,Neutral,Very Satisfied,Very Satisfied,Neutral,Dissatisfied,Very Dissatisfied,5,4,Social Self Efficacy
Male,22,Senior,Engineering,Electrical and Electronics Engineering,In campus,2018,Mersin,5,Satisfied,Satisfied,Dissatisfied,Dissatisfied,Very Dissatisfied,Very Dissatisfied,Dissatisfied,2,3,3,4,Unsure,Yes,5,3,4,3,4,4,3,3,4,3,4,4,4,4,No,No,YES,4,YES,4,YES,5,3.25,51-75%,51-75%,4,No,No,No,Yes,2,3,2,4,4,4,2. They are just right,KKM events,Satisfied,Neutral,Neutral,Satisfied,Satisfied,Satisfied,Dissatisfied,Satisfied,4,4,Major Satisfaction
Male,22,Junior,Engineering,Geological Engineering,"Off campus (with family, friends or by your own)",2019,Ankara,3,Dissatisfied,Very Dissatisfied,Neutral,Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,2,3,3,4,Unsure,Unsure,5,2,2,4,4,4,4,4,4,4,4,4,4,4,No,Yes,NO,,YES,4,YES,3,2.6,76-100%,26-50%,2,No,No,No,No,4+,3,3,2,2,3,1. They are too few,Spring Fest,Neutral,Neutral,Neutral,Satisfied,Dissatisfied,Dissatisfied,Very Dissatisfied,Neutral,3,3,Academic Performance
Female,23,Junior,Arts and Sciences,Statistics,"Off campus (with family, friends or by your own)",2019,Mersin,5,Very Dissatisfied,Dissatisfied,Neutral,Very Dissatisfied,Satisfied,Satisfied,Neutral,4,3,4,4,Yes,Yes,5,5,4,5,4,4,5,5,4,4,5,1,4,2,No,Yes,YES,3,YES,4,NO,,3.32,26-50%,26-50%,5,Yes,Yes,No,No,0,3,3,2,1,4,2. They are just right,Spring Fest,Dissatisfied,Neutral,Satisfied,Satisfied,Very Satisfied,Very Satisfied,Satisfied,Very Dissatisfied,2,3,Social Self Efficacy
Male,23,Senior,Engineering,Civil Engineering,"Off campus (with family, friends or by your own)",2017,Ankara,1,Satisfied,Neutral,Very Dissatisfied,Satisfied,Satisfied,Neutral,Dissatisfied,2,3,4,5,No,Yes,4,1,3,5,5,5,5,5,4,4,5,4,5,5,No,Yes,YES,4,NO,,YES,5,2.88,76-100%,0-25%,4,No,Yes,No,Yes,4+,3,2,5,1,3,2. They are just right,Spring Fest,Satisfied,Dissatisfied,Dissatisfied,Very Satisfied,Neutral,Neutral,Dissatisfied,Neutral,3,3,Social Self Efficacy
Male,24,Sophomore,Engineering,Metallurgical and Materials Engineering,In campus,2019,Lefkoşa TRNC,1,Satisfied,Satisfied,Neutral,Satisfied,Satisfied,Satisfied,Satisfied,4,4,4,5,Yes,Yes,5,3,3,3,5,4,5,4,4,4,4,4,4,3,No,No,NO,,NO,,YES,4,3.04,76-100%,76-100%,4,No,No,No,No,0,3,4,4,5,5,1. They are too few,Spring Fest,Neutral,Neutral,Neutral,Satisfied,Satisfied,Neutral,Neutral,Neutral,3,3,Social Self Efficacy
Male,22,Junior,Arts and Sciences,Statistics,"Off campus (with family, friends or by your own)",2019,Ankara,1,Satisfied,Dissatisfied,Dissatisfied,Neutral,Satisfied,Satisfied,Very Dissatisfied,4,2,4,4,Yes,Yes,5,5,5,5,4,4,5,5,5,4,5,1,4,4,No,No,NO,,YES,2,YES,3,2.95,76-100%,51-75%,4,No,No,No,Yes,3,4,1,3,3,3,2. They are just right,Spring Fest,Satisfied,Very Satisfied,Satisfied,Very Satisfied,Satisfied,Very Satisfied,Very Satisfied,Very Dissatisfied,5,5,Major Satisfaction
Female,22,Senior,Engineering,Aerospace Engineering,"Off campus (with family, friends or by your own)",2018,Ankara,1,Very Dissatisfied,Dissatisfied,Satisfied,Very Dissatisfied,Very Dissatisfied,Neutral,Very Dissatisfied,4,2,4,2,Unsure,Yes,1,4,4,1,1,1,4,4,4,4,2,2,4,3,No,No,NO,,YES,2,YES,2,2.59,26-50%,51-75%,4,No,No,No,Yes,2,2,3,2,1,3,1. They are too few,Spring Fest,Dissatisfied,Dissatisfied,Very Satisfied,Satisfied,Dissatisfied,Satisfied,Dissatisfied,Satisfied,5,4,Social Self Efficacy
Female,22,Senior,Engineering,Chemical Engineering,"Off campus (with family, friends or by your own)",2019,Ankara,4,Neutral,Satisfied,Satisfied,Neutral,Neutral,Satisfied,Dissatisfied,4,4,4,4,Unsure,Yes,5,3,3,5,4,4,5,4,4,5,5,3,5,4,No,Yes,YES,2,NO,,YES,5,3.3,76-100%,51-75%,5,No,No,No,No,0,5,3,2,2,4,3.  I was overwhelmed with the number,Spring Fest,Neutral,Satisfied,Satisfied,Neutral,Satisfied,Satisfied,Satisfied,Satisfied,5,4,Social Self Efficacy
Male,22,Senior,Engineering,Computer Engineering,In campus,2018,Mersin,2,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Dissatisfied,Neutral,Dissatisfied,4,2,4,5,Yes,Yes,3,5,5,5,5,5,5,4,5,4,5,3,4,4,No,Yes,YES,5,NO,,NO,,3.03,51-75%,51-75%,5,No,No,No,Yes,1,4,4,3,3,3,2. They are just right,Spring Fest,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,5,5,Social Self Efficacy
Male,21,Junior,Economic and Administrative Sciences,Economics,In campus,2019,Mersin,1,Very Satisfied,Dissatisfied,Dissatisfied,Very Dissatisfied,Neutral,Satisfied,Dissatisfied,3,1,2,5,No,No,5,5,5,4,4,2,3,2,5,3,3,2,4,4,No,No,NO,,YES,1,YES,3,1.94,0-25%,0-25%,3,Yes,No,No,Yes,3,1,3,2,1,2,3.  I was overwhelmed with the number,Spring Fest,Very Dissatisfied,Dissatisfied,Neutral,Satisfied,Satisfied,Satisfied,Satisfied,Dissatisfied,5,3,Academic Performance
Female,21,Sophomore,Economic and Administrative Sciences,Political Science and Public Administration,"Off campus (with family, friends or by your own)",2020,Tabriz,1,Neutral,Dissatisfied,Satisfied,Dissatisfied,Neutral,Dissatisfied,Very Dissatisfied,5,5,5,5,Yes,Yes,5,4,5,4,4,4,2,5,5,5,4,3,3,3,No,No,YES,4,YES,4,NO,,3.63,26-50%,0-25%,4,Yes,No,No,No,0,4,3,2,2,5,1. They are too few,Spring Fest,Neutral,Neutral,Neutral,Satisfied,Neutral,Satisfied,Dissatisfied,Satisfied,4,4,Social Self Efficacy
Male,23,Phd,Engineering,Civil Engineering,In campus,2017,Antalya,1,Neutral,Neutral,Neutral,Neutral,Dissatisfied,Neutral,Dissatisfied,2,2,3,4,No,No,5,1,2,3,4,3,3,4,5,5,3,3,4,3,No,Yes,NO,,YES,3,YES,4,2.11,51-75%,51-75%,2,Yes,Yes,Yes,Yes,3,3,3,2,3,4,2. They are just right,Students Community Events,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,5,4,Social Self Efficacy
Male,24,Junior,Engineering,Metallurgical and Materials Engineering,"Off campus (with family, friends or by your own)",2017,Bolu,4,Neutral,Neutral,Dissatisfied,Neutral,Satisfied,Satisfied,Neutral,4,2,3,4,Unsure,Yes,4,4,3,3,3,3,2,3,3,3,3,3,3,3,No,No,NO,,YES,3,NO,,2.5,76-100%,76-100%,4,No,No,No,Yes,4+,2,1,3,3,3,3.  I was overwhelmed with the number,Spring Fest,Neutral,Neutral,Neutral,Neutral,Neutral,Satisfied,Very Satisfied,Satisfied,4,4,Academic Performance
Female,22,Junior,Engineering,Environmental Engineering,"Off campus (with family, friends or by your own)",2019,Ankara,2,Dissatisfied,Dissatisfied,Neutral,Satisfied,Dissatisfied,Dissatisfied,Dissatisfied,4,3,4,5,Yes,Yes,5,4,4,3,3,3,4,3,5,4,4,3,5,5,No,No,YES,3,YES,2,YES,4,2.7,76-100%,76-100%,3,No,No,No,No,1,2,2,3,2,4,2. They are just right,Spring Fest,Neutral,Satisfied,Neutral,Neutral,Neutral,Dissatisfied,Neutral,Neutral,4,4,Major Satisfaction
Male,25,Senior,Engineering,Aerospace Engineering,"Off campus (with family, friends or by your own)",2016,Ankara,2,Neutral,Neutral,Dissatisfied,Neutral,Neutral,Satisfied,Satisfied,2,1,4,2,Unsure,Yes,1,2,1,2,4,2,2,2,4,4,4,3,4,4,No,No,NO,,NO,,YES,4,2.58,51-75%,0-25%,3,No,No,No,No,4+,4,4,4,2,3,2. They are just right,Spring Fest,Neutral,Dissatisfied,Neutral,Very Satisfied,Satisfied,Very Satisfied,Very Satisfied,Dissatisfied,3,2,Major Satisfaction
Female,21,Junior,Engineering,Food Engineering,"Off campus (with family, friends or by your own)",2019,Samsun,2,Dissatisfied,Neutral,Satisfied,Neutral,Dissatisfied,Dissatisfied,Neutral,4,4,5,5,Yes,Yes,5,4,3,3,2,1,2,1,2,1,2,4,2,3,Yes,No,NO,,YES,2,YES,4,2.89,76-100%,76-100%,4,No,No,No,Yes,2,5,5,4,5,5,3.  I was overwhelmed with the number,Students Community Events,Satisfied,Satisfied,Very Satisfied,Very Satisfied,Dissatisfied,Very Satisfied,Neutral,Very Satisfied,4,4,Academic Performance
Male,22,Senior,Engineering,Aerospace Engineering,In campus,2018,İzmir,5,Neutral,Neutral,Neutral,Dissatisfied,Neutral,Very Satisfied,Very Satisfied,4,3,4,4,Yes,Yes,5,3,4,4,5,4,5,4,4,2,5,2,4,4,No,No,YES,4,YES,3,YES,4,3.3,0-25%,51-75%,3,No,No,No,Yes,2,3,3,3,2,4,2. They are just right,Spring Fest,Neutral,Satisfied,Satisfied,Satisfied,Satisfied,Very Satisfied,Satisfied,Dissatisfied,3,4,Social Self Efficacy
Male,22,Senior,Engineering,Computer Engineering,"Off campus (with family, friends or by your own)",2019,İstanbul,1,Satisfied,Satisfied,Very Satisfied,Very Satisfied,Neutral,Very Satisfied,Satisfied,4,4,5,4,Unsure,Yes,4,5,5,2,2,2,2,1,2,3,2,4,3,3,No,Yes,NO,,NO,,YES,4,3.54,26-50%,76-100%,3,No,No,No,Yes,0,4,5,3,4,5,3.  I was overwhelmed with the number,Students Community Events,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Very Dissatisfied,Satisfied,Very Satisfied,4,4,Academic Performance
Male,21,Junior,Engineering,Aerospace Engineering,"Off campus (with family, friends or by your own)",2019,Ankara,1,Satisfied,Neutral,Neutral,Satisfied,Satisfied,Satisfied,Satisfied,4,2,4,4,Yes,Yes,5,4,4,3,3,3,4,4,3,3,2,2,3,2,No,No,NO,,YES,3,YES,4,2.86,76-100%,76-100%,4,No,No,No,No,3,4,3,3,4,3,2. They are just right,Students Community Events,Very Satisfied,Neutral,Satisfied,Neutral,Satisfied,Satisfied,Satisfied,Neutral,4,4,Social Self Efficacy
Female,41,Phd,Engineering,Civil Engineering,In campus,2009,Tabriz,1,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Dissatisfied,4,3,3,4,Unsure,Yes,5,4,4,5,4,4,5,5,5,4,4,3,4,4,No,Yes,NO,,YES,3,YES,4,3.25,51-75%,51-75%,4,Yes,Yes,Yes,Yes,0,4,5,4,4,4,2. They are just right,Spring Fest,Neutral,Neutral,Neutral,Very Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,5,3,Social Self Efficacy
Female,21,Junior,Engineering,Chemical Engineering,In campus,2020,Baku,2,Dissatisfied,Dissatisfied,Neutral,Satisfied,Neutral,Satisfied,Very Satisfied,5,3,4,3,Yes,No,4,3,3,5,4,4,5,5,5,4,5,3,4,4,Yes,Yes,NO,,NO,,NO,,2.81,76-100%,51-75%,4,No,Yes,No,Yes,0,3,4,3,3,3,3.  I was overwhelmed with the number,Students Community Events,Dissatisfied,Dissatisfied,Dissatisfied,Satisfied,Dissatisfied,Satisfied,Satisfied,Dissatisfied,4,4,Social Self Efficacy
Female,22,Sophomore,Education,"Elementary Mathematics Education	","Off campus (with family, friends or by your own)",2019,Ankara,2,Satisfied,Neutral,Satisfied,Neutral,Dissatisfied,Satisfied,Very Satisfied,3,4,3,3,Unsure,No,4,4,4,3,5,2,4,2,2,1,2,2,4,3,No,No,NO,,YES,2,YES,4,2.94,76-100%,76-100%,4,No,No,No,No,0,1,2,2,2,3,2. They are just right,Spring Fest,Dissatisfied,Satisfied,Dissatisfied,Neutral,Neutral,Neutral,Dissatisfied,Satisfied,3,3,Social Self Efficacy
Male,20,Sophomore,Engineering,Civil Engineering,In campus,2021,Karachi ,1,Very Satisfied,Very Satisfied,Neutral,Very Satisfied,Very Dissatisfied,Very Satisfied,Dissatisfied,3,3,1,3,Unsure,No,3,1,3,1,1,1,5,3,3,3,2,2,5,3,Yes,Yes,YES,3,YES,3,YES,3,3.38,76-100%,76-100%,3,No,No,No,No,0,4,3,3,3,3,1. They are too few,Students Community Events,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Satisfied,Neutral,Neutral,Very Dissatisfied,Dissatisfied,1,1,Social Self Efficacy
Female,21,Junior,Education,Mathematics Education,"Off campus (with family, friends or by your own)",2019,Ankara,4,Neutral,Neutral,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,4,3,5,5,Yes,Unsure,5,5,4,4,4,3,3,3,3,3,2,2,3,4,No,Yes,YES,3,YES,2,YES,3,2.22,76-100%,26-50%,4,Yes,No,No,No,2,4,4,4,3,3,2. They are just right,Students Community Events,Neutral,Neutral,Neutral,Satisfied,Satisfied,Satisfied,Satisfied,Neutral,5,4,Academic Performance
Male,21,Senior,Engineering,Environmental Engineering,In campus,2019,Riyadh,1,Satisfied,Satisfied,Neutral,Dissatisfied,Satisfied,Neutral,Satisfied,2,1,4,3,Unsure,Yes,5,3,4,2,5,1,4,3,4,5,5,4,4,5,No,No,YES,3,YES,4,NO,,2.89,76-100%,26-50%,3,Yes,Yes,No,No,4+,5,4,1,1,4,3.  I was overwhelmed with the number,KKM events,Dissatisfied,Satisfied,Satisfied,Neutral,Satisfied,Very Satisfied,Satisfied,Dissatisfied,4,2,Academic Performance
Male,21,First-year,Engineering,Civil Engineering,"Off campus (with family, friends or by your own)",2020,Ankara,1,Dissatisfied,Neutral,Satisfied,Neutral,Very Dissatisfied,Neutral,Very Dissatisfied,4,3,4,2,No,No,5,3,4,4,4,4,4,5,2,3,4,5,3,5,No,Yes,NO,,YES,3,YES,4,1.98,26-50%,0-25%,5,Yes,No,No,Yes,1,2,1,3,3,3,2. They are just right,Spring Fest,Very Satisfied,Satisfied,Satisfied,Dissatisfied,Neutral,Very Dissatisfied,Very Dissatisfied,Satisfied,2,2,Major Satisfaction
Male,22,Sophomore,Engineering,Mining Engineering,In campus,2019,Ankara,1,Neutral,Dissatisfied,Dissatisfied,Neutral,Satisfied,Satisfied,Dissatisfied,3,2,3,3,Yes,Unsure,5,3,3,4,4,3,4,3,3,4,3,3,3,5,No,No,YES,3,YES,3,YES,3,2.25,76-100%,76-100%,5,No,No,No,No,0,3,3,4,1,4,2. They are just right,Spring Fest,Neutral,Dissatisfied,Neutral,Satisfied,Satisfied,Satisfied,Satisfied,Neutral,3,3,Academic Performance
Male,20,First-year,Economic and Administrative Sciences,Business Administration,In campus,2020,Jhelum,1,Very Dissatisfied,Neutral,Very Dissatisfied,Neutral,Dissatisfied,Very Dissatisfied,Satisfied,5,5,5,5,No,No,5,1,5,1,5,5,5,5,4,4,5,4,4,4,No,Yes,YES,5,NO,,YES,5,1.89,0-25%,0-25%,1,No,No,No,No,4+,4,1,5,5,5,3.  I was overwhelmed with the number,Students Community Events,Satisfied,Satisfied,Satisfied,Very Satisfied,Very Satisfied,Satisfied,Very Satisfied,Very Satisfied,5,5,Major Satisfaction
Female,22,Senior,Arts and Sciences,Psychology,In campus,2019,Outside of Turkey,1,Dissatisfied,Dissatisfied,Neutral,Satisfied,Dissatisfied,Neutral,Satisfied,3,3,3,3,No,No,5,3,2,4,4,3,3,3,4,4,4,3,4,3,No,Yes,YES,3,NO,,YES,4,3.86,51-75%,51-75%,3,No,Yes,No,Yes,0,3,2,4,3,4,2. They are just right,Spring Fest,Dissatisfied,Dissatisfied,Dissatisfied,Satisfied,Satisfied,Satisfied,Neutral,Dissatisfied,3,2,Major Satisfaction
Female,21,Junior,Arts and Sciences,Statistics,"Off campus (with family, friends or by your own)",2019,İstanbul,4,Dissatisfied,Dissatisfied,Satisfied,Neutral,Neutral,Satisfied,Dissatisfied,4,3,3,5,Yes,Yes,5,4,5,4,4,3,3,3,4,3,3,2,2,2,Yes,Yes,NO,,NO,,NO,,3.1,26-50%,51-75%,5,No,No,No,Yes,0,3,2,4,3,3,2. They are just right,Spring Fest,Satisfied,Neutral,Very Satisfied,Satisfied,Neutral,Satisfied,Dissatisfied,Very Satisfied,3,4,Academic Performance
Female,25,Senior,Education,English Language Teaching,In campus,2019,Islamabad ,1,Neutral,Neutral,Dissatisfied,Neutral,Neutral,Dissatisfied,Neutral,1,2,2,2,Unsure,Yes,1,1,1,3,3,3,3,5,5,5,5,3,3,2,Yes,Yes,YES,5,NO,,NO,,3.82,76-100%,76-100%,1,Yes,No,No,Yes,0,3,3,4,4,5,1. They are too few,KKM events,Dissatisfied,Dissatisfied,Dissatisfied,Neutral,Neutral,Neutral,Neutral,Very Dissatisfied,1,1,Major Satisfaction
Female,21,Senior,Architecture,Architecture,In campus,2019,Ankara,1,Neutral,Dissatisfied,Dissatisfied,Neutral,Neutral,Dissatisfied,Neutral,3,3,4,4,Unsure,No,5,2,4,4,4,4,4,4,4,4,4,4,4,4,No,No,NO,,YES,2,NO,,3,76-100%,51-75%,4,No,No,No,No,0,4,4,4,4,3,1. They are too few,Spring Fest,Neutral,Neutral,Neutral,Neutral,Neutral,Dissatisfied,Very Dissatisfied,Dissatisfied,3,3,Major Satisfaction
Female,18,Preparation School,Economic and Administrative Sciences,Business Administration,"Off campus (with family, friends or by your own)",2022,Kayseri,3,Satisfied,Very Dissatisfied,Neutral,Neutral,Dissatisfied,Dissatisfied,Very Dissatisfied,4,3,4,5,Unsure,Yes,5,5,3,4,4,2,3,4,5,4,4,2,5,4,No,Yes,NO,,YES,3,YES,4,0,76-100%,76-100%,3,No,No,No,Yes,0,4,3,2,3,3,2. They are just right,Students Community Events,Neutral,Satisfied,Satisfied,Satisfied,Satisfied,Neutral,Dissatisfied,Neutral,4,3,Social Self Efficacy
Female,23,Junior,Arts and Sciences,Philosophy,"Off campus (with family, friends or by your own)",2019,İstanbul,1,Very Dissatisfied,Neutral,Very Satisfied,Satisfied,Very Dissatisfied,Very Dissatisfied,Neutral,4,5,5,5,Unsure,Unsure,5,1,4,4,4,2,3,1,5,1,5,3,4,1,No,Yes,NO,,YES,3,YES,5,3.2,76-100%,0-25%,5,No,No,No,Yes,0,5,5,1,2,3,3.  I was overwhelmed with the number,Students Community Events,Very Dissatisfied,Dissatisfied,Neutral,Very Satisfied,Neutral,Satisfied,Very Dissatisfied,Very Satisfied,5,5,Social Self Efficacy
